Brand,Name,Product,Review,Grade
LORAC,BEAUTY AND THE BEAST LIP GLOSS COLLECTION,Palette,"five, full-sized lipglosses in hues of pink, coral, and red. The MOD Lip Gloss formula is described as a “non-tacky, moderate-shine gloss.” The brand made no specific claims with respect to pigmentation level, though they stated that the glosses could be used on top of the lipsticks also released in this collection. Lipgloss is typically not opaque and on average, falls somewhere in the middle–some pigmentation/coverage so they can be worn alone but not full coverage, which the standard I held these glosses up to. The coverage varied from sheer to medium with moderate, noticeable shine with a smooth, non-sticky texture. While they were comfortable to wear, they wore away quickly and would need very regular reapplication.",B-
ZOEVA,BASIC MOMENT,Palette,"three cheek products–a contour powder, blush, and highlighter–in a slim, cardboard palette. The powders are supposed to be “incredibly pigmented.” The highlighter was the “miss” in the palette, as it was drier in texture and had sheerer coverage, while the blush and contour powders were pigmented and blendable.",B
LORAC,BEAUTY AND THE BEAST LIPSTICK COLLECTION,Palette,"five, full-sized lipsticks in hues of pink, coral, and red. The MOD Cream formula is described as a “creamy, moderate coverage” lipstick. I, on the other hand, would describe the MOD Cream formula has a highly pigmented, creamy, and luminous lipstick with wear that varied from three and a half hours to six hours that was hydrating and comfortable to wear. The big “downside” was that the pigmentation was typically nearly opaque and only one shade was actually “moderate coverage.”",B+
LORAC,BEAUTY AND THE BEAST,Palette,"three blushes and one highlighter. The palette features the brand’s Light Source Illuminating Highlighter and Color Source Buildable Blush formulas. The highlighter formula is supposed to be buildable and luminous, but my experience with them was that they were quite pigmented–soft enough to blend them out or use a bit less for sheerer coverage, just not what I’d actually describe as buildable. As you might guess from the name, the blush is supposed to be buildable, but only one of the blushes was on the buildable side while the other two were quite pigmented. If you like your cheek colors to be more pigmented, the palette would work well for you, especially as all four shades were blendable, easy to use, and wore for seven and a half to eight and a half hours for me.",B+
MILANI,PINK PLAY,Palette,"swirled together to create a soft, light-medium pink with subtle, warm undertones and a satin sheen. It had semi-opaque, buildable pigmentation that applied evenly to bare skin and blended out without issue. The consistency was slightly dusty to the touch but sat well on my skin. The blush lasted for eight hours on me before fading noticeably.",C+
LORAC,BEAUTY AND THE BEAST EYE PALETTE,Palette,"16 eyeshadows that are supposed to be all new and using the brand’s PRO formula. The eyeshadows felt smooth, finely-milled, and had some powderiness (as a result of being so soft) and felt comparable to past Pro palettes, though I have found that the original Pro palettes seem to have more substance and adhere better (without primer) than newer palettes.",B-
BECCA COSMETICS,TOPAZ FLASHES GILT,Highlighter,"a medium gold with strong, warm orange undertones and shimmer that shifted from gold-to-green. The texture was soft to the touch and a little drier but not in a way that impeded application. It had good pigmentation that applied evenly and blended out without issue, though it emphasized my pores just slightly. This shade lasted for eight hours on me before fading.",A-
BECCA COSMETICS,CHAMPAGNE DREAM FLASHES BELLINI,Highlighter,"a light, yellowed peach with warm undertones and shimmer that shifted from peach-to-pink. The shift was very subtle, though, and the base seemed to have more white to it, so it ended up coming through rather noticeably, which minimized the impact of the shifting shimmer. The consistency was drier, looser in the pan, but it picked up fine on my brush and blended out without trouble. It had a moderate luminosity that did not emphasize my skin’s natural texture. The highlighter lasted for seven and a half hours on me.",B+
NYX,TEMPTRESS,LIpstick,"a medium, pink-coral with warmer undertones and a semi-matte finish. This shade had a stronger white base, which seemed to make the lipstick appear lighter on the lips than initially swatched or in the tube. The texture was lightly creamy, comfortable to apply, and did not slide around over time. It had nearly opaque color coverage that went on fairly evenly with just a bit of color that settled into my lip lines after two and a half hours of wear. This shade lasted for four hours and was non-drying.",B
NYX,AUDREY,LIpstick,"a bright, medium pink with subtle, cool undertones and a semi-matte finish. It had nearly opaque pigmentation that applied evenly, but there was a bit of “cracking” at my deepest lip line, though I could smooth it out by pressing my lips together periodically. The consistency was lightweight, thin without being dry, and was comfortable to apply as the lipstick did not tug. It lasted for four and a half hours and was lightly drying.",B+
NYX,NATURAL,LIpstick,"a muted, medium-dark plummy mauve with neutral undertones and a satin finish. The lipstick was smooth, velvety, and glided on with ease while delivering nearly opaque pigmentation in a single layer. It applied evenly, and I had a smidgen of color pull into my deeper lip lines that was not visible from a normal viewing distance. The color wore well for four and a half hours with some color pulling further into my lip lines after three hours of wear, and the formula felt non-drying to me.",B+
TARTE,RAINFOREST OF THE SEA VOL. 3,Palette,"nine warm-toned, neutral eyeshadows with all but one being highly shimmery/metallic in finish. As the majority of shades were packed with shimmer, most of them appeared lighter in practice than they looked in their respective pans.",B+
BECCA COSMETICS,ROSE QUARTZ FLASHES SEASHELL,Highlighter,"a light pink with a luminous sheen and subtle, warm undertones. It had good color payoff with a soft, smooth consistency that wasn’t dry but did not seem as finely-milled as Becca’s more popular highlighting powder formula. This shade was a more subtle shade in the range (though I would classify it as a moderate highlighter in the grand scheme of all that is highlighting), as it did not have the high-shine finish, and it definitely did not have anything like a duochrome shift. This shade lasted for eight hours on me.",A-
